zip,year,estimated_deaths,death_rate_per_1000,median_income,percent_65_plus,percent_no_hs,percent_bachelor_or_higher,percent_white_non_hispanic,percent_black,percent_hispanic
75042.0,2013.0,226,5.96,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2014.0,231,6.09,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2015.0,235,6.2,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2016.0,239,6.3,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2017.0,245,6.46,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2018.0,248,6.54,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2019.0,246,6.49,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2020.0,298,7.86,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2021.0,305,8.04,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75042.0,2022.0,279,7.36,60118.0,9.940672379696773,25.63496234016465,17.23594324750394,16.561634805537246,13.223467369808834,52.99406723796968
75043.0,2011.0,365,5.68,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2012.0,367,5.71,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2013.0,383,5.96,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2014.0,392,6.1,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2015.0,398,6.19,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2016.0,405,6.3,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2017.0,415,6.45,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2018.0,420,6.53,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2019.0,418,6.5,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2020.0,506,7.87,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2021.0,517,8.04,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75043.0,2022.0,473,7.36,72079.0,12.751959686450167,24.264385088952444,23.07431286053614,30.129401517979343,22.85056613164116,35.12815727261416
75044.0,2011.0,267,5.68,84016.0,14.437353754520316,21.03822527769821,39.7052738788631,33.63965113805573,17.91746436928313,26.3348223782174
75044.0,2012.0,268,5.7,84016.0,14.437353754520316,21.03822527769821,39.7052738788631,33.63965113805573,17.91746436928313,26.3348223782174
